Ёлемент	N	WL	I	Source	Ion
Cs,	240408,	348.006,	25,	h,	1
Cs,	240409,	359.743,	5,	h,	1
Cs,	240410,	360.829,	5,	h,	1
Cs,	240411,	361.145,	100,	h,	1
Cs,	240412,	361.741,	30,	h,	1
Cs,	240413,	378.54200000000003,	10,	e,	2
Cs,	240414,	380.509,	12,	e,	2
Cs,	240415,	387.817,	150,	h,	1
Cs,	240416,	388.863,	75,	h,	1
Cs,	240417,	390.693,	8,	e,	2
Cs,	240418,	392.558,	12,	e,	2
Cs,	240419,	395.95,	10,	e,	2
Cs,	240420,	396.519,	12,	e,	2
Cs,	240421,	400.654,	15,	h,	1
Cs,	240422,	403.98400000000004,	25,	h,	1
Cs,	240423,	404.71799999999996,	8,	e,	2
Cs,	240424,	405.396,	6,	e,	2
Cs,	240425,	406.796,	12,	e,	2
Cs,	240426,	406.877,	12,	e,	2
Cs,	240427,	412.121,	8,	e,	2
Cs,	240428,	415.12700000000007,	12,	e,	2
Cs,	240429,	415.861,	20,	e,	2
Cs,	240430,	421.313,	12,	e,	2
Cs,	240431,	422.11199999999997,	6,	e,	2
Cs,	240432,	423.21899999999994,	12,	e,	2
Cs,	240433,	423.441,	10,	e,	2
Cs,	240434,	426.468,	25,	h,	1
Cs,	240435,	427.71000000000004,	25,	e,	2
Cs,	240436,	428.83500000000004,	18,	e,	2
Cs,	240437,	430.064,	15,	e,	2
Cs,	240438,	433.024,	8,	e,	2
Cs,	240439,	437.20200000000006,	12,	e,	2
Cs,	240440,	438.44300000000004,	10,	e,	2
Cs,	240441,	439.691,	6,	e,	2
Cs,	240442,	439.95,	8,	e,	2
Cs,	240443,	440.525,	14,	e,	2
Cs,	240444,	443.571,	10,	h,	1
Cs,	240445,	445.34399999999994,	6,	e,	2
Cs,	240446,	445.76800000000003,	6,	e,	2
Cs,	240447,	450.15299999999996,	14,	e,	2
Cs,	240448,	452.67299999999994,	14,	e,	2
Cs,	240449,	453.89399999999995,	12,	e,	2
Cs,	240450,	455.53100000000006,	40,	m,	1
Cs,	240451,	459.32,	20,	m,	1
Cs,	240452,	460.37600000000003,	20,	e,	2
Cs,	240453,	461.613,	6,	e,	2
Cs,	240454,	462.309,	8,	e,	2
Cs,	240455,	464.651,	10,	e,	2
Cs,	240456,	467.02799999999996,	8,	e,	2
Cs,	240457,	470.179,	10,	e,	2
Cs,	240458,	473.297,	8,	e,	2
Cs,	240459,	473.967,	10,	e,	2
Cs,	240460,	478.63599999999997,	6,	e,	2
Cs,	240461,	483.01599999999996,	12,	e,	2
Cs,	240462,	487.00200000000007,	12,	e,	2
Cs,	240463,	495.284,	12,	e,	2
Cs,	240464,	497.259,	10,	e,	2
Cs,	240465,	504.38,	12,	e,	2
Cs,	240466,	505.27,	6,	e,	2
Cs,	240467,	505.98699999999997,	6,	e,	2
Cs,	240468,	509.66,	8,	e,	2
Cs,	240469,	515.268,	0,	,	1
Cs,	240470,	519.673,	0,	,	1
Cs,	240471,	522.7,	16,	e,	2
Cs,	240472,	524.937,	12,	e,	2
Cs,	240473,	525.65600000000006,	0,	,	1
Cs,	240474,	527.404,	8,	e,	2
Cs,	240475,	530.14,	0,	,	1
Cs,	240476,	530.37799999999993,	0,	,	1
Cs,	240477,	530.661,	6,	e,	2
Cs,	240478,	534.09399999999994,	0,	,	1
Cs,	240479,	534.91000000000008,	6,	e,	2
Cs,	240480,	535.03500000000008,	0,	,	1
Cs,	240481,	535.853,	20,	e,	2
Cs,	240482,	537.097,	12,	e,	2
Cs,	240483,	540.279,	20,	h,	1
Cs,	240484,	540.667,	0,	,	1
Cs,	240485,	541.361,	0,	,	1
Cs,	240486,	541.428,	0,	,	1
Cs,	240487,	541.96899999999994,	10,	e,	2
Cs,	240488,	546.192,	0,	,	1
Cs,	240489,	546.59399999999994,	3,	h,	1
Cs,	240490,	550.288,	0,	,	1
Cs,	240491,	550.385,	0,	,	1
Cs,	240492,	556.302,	14,	e,	2
Cs,	240493,	556.841,	0,	,	1
Cs,	240494,	557.367,	0,	,	1
Cs,	240495,	695.552,	8,	e,	2
Cs,	240496,	697.329,	20,	m,	1
Cs,	240497,	698.34899999999993,	3,	m,	1
Cs,	240498,	722.853,	250,	h,	1
Cs,	240499,	727.996,	18,	h,	1
Cs,	240500,	760.89,	4,	m,	1
Cs,	240501,	794.388,	400,	h,	1
Cs,	240502,	799.068,	50,	h,	1
Cs,	240503,	801.572,	6,	m,	1
Cs,	240504,	807.902,	8,	m,	1
Cs,	240505,	852.10300000000007,	1500,	m,	1
Cs,	240506,	852.124,	1500,	m,	1
Cs,	240507,	876.141,	55,	m,	1
Cs,	240508,	894.335,	800,	m,	1
Cs,	240509,	894.359,	800,	m,	1
Cs,	240510,	917.233,	500,	h,	1
Cs,	240511,	920.854,	100,	h,	1
Cs,	240512,	960.1,	1,	m,	1
Cu,	240513,	201.558,	3,	c,	2
Cu,	240514,	202.433,	240,	m,	1
Cu,	240515,	203.584,	160,	m,	2
Cu,	240516,	203.712,	210,	m,	2
Cu,	240517,	204.379,	380,	m,	2
Cu,	240518,	205.49699999999999,	25,	c,	2
Cu,	240519,	207.946,	2,	a,	1
Cu,	240520,	208.79299999999998,	25,	c,	2
Cu,	240521,	210.478,	25,	c,	2
Cu,	240522,	210.51100000000002,	80,	a,	1
Cu,	240523,	211.209,	66,	m,	2
Cu,	240524,	212.29699999999997,	25,	c,	2
Cu,	240525,	212.603,	25,	c,	2
Cu,	240526,	213.07600000000002,	5,	a,	1
Cu,	240527,	213.436,	18,	c,	2
Cu,	240528,	213.598,	210,	m,	2
Cu,	240529,	213.85100000000003,	64,	m,	1
Cu,	240530,	214.897,	30,	c,	2
Cu,	240531,	216.50900000000002,	150,	m,	1
Cu,	240532,	216.95300000000003,	30,	a,	1
Cu,	240533,	217.17600000000002,	20,	a,	1
Cu,	240534,	217.894,	170,	m,	1
Cu,	240535,	217.94,	30,	c,	2
Cu,	240536,	218.17199999999997,	130,	m,	1
Cu,	240537,	218.962,	25,	c,	2
Cu,	240538,	219.22600000000003,	38,	m,	2
Cu,	240539,	219.959,	170,	m,	1
Cu,	240540,	219.975,	100,	a,	1
Cu,	240541,	221.026,	30,	c,	2
Cu,	240542,	221.458,	58,	m,	1
Cu,	240543,	221.565,	100,	a,	1
Cu,	240544,	221.81,	25,	c,	2
Cu,	240545,	222.5,	44,	m,	1
Cu,	240546,	222.77800000000002,	94,	m,	1
Cu,	240547,	223.00799999999998,	120,	m,	1
Cu,	240548,	223.62800000000001,	90,	a,	1
Cu,	240549,	223.84499999999997,	110,	a,	1
Cu,	240550,	224.26100000000002,	25,	c,	2
Cu,	240551,	224.427,	220,	a,	1
Cu,	240552,	224.7,	40,	m,	2
Cu,	240553,	226.05300000000003,	130,	a,	1
Cu,	240554,	226.308,	220,	a,	1
Cu,	240555,	227.625,	18,	c,	2
Cu,	240556,	229.38400000000002,	29,	m,	1
Cu,	240557,	229.436,	20,	c,	2
Cu,	240558,	230.31199999999998,	100,	a,	1
Cu,	240559,	231.956,	50,	a,	1
Cu,	240560,	234.882,	8,	c,	2
Cu,	240561,	235.404,	1,	c,	2
Cu,	240562,	235.502,	8,	c,	2
Cu,	240563,	235.66500000000002,	5,	c,	2
Cu,	240564,	236.321,	1,	a,	1
Cu,	240565,	236.98899999999998,	5,	m,	2
Cu,	240566,	237.07399999999998,	10,	c,	2
Cu,	240567,	237.629,	25,	c,	2
Cu,	240568,	239.263,	250,	a,	1
Cu,	240569,	240.01100000000002,	10,	c,	2
Cu,	240570,	240.333,	50,	c,	2
Cu,	240571,	240.667,	150,	a,	1
Cu,	240572,	242.44400000000002,	25,	c,	2
Cu,	240573,	244.164,	7,	m,	1
Cu,	240574,	246.858,	2,	c,	2
Cu,	240575,	248.579,	10,	c,	2
Cu,	240576,	248.965,	2,	c,	2
Cu,	240577,	249.215,	36,	m,	1
Cu,	240578,	250.627,	15,	c,	2
Cu,	240579,	252.65900000000002,	12,	c,	2
Cu,	240580,	252.93,	25,	c,	2
Cu,	240581,	254.48000000000002,	50,	c,	2
Cu,	240582,	257.175,	30,	c,	2
Cu,	240583,	259.053,	8,	c,	2
Cu,	240584,	259.26300000000003,	100,	a,	1
Cu,	240585,	259.881,	10,	c,	2
Cu,	240586,	260.027,	25,	c,	2
Cu,	240587,	260.931,	5,	s,	3
Cu,	240588,	261.837,	40,	m,	1
Cu,	240589,	262.668,	1,	a,	1
Cu,	240590,	263,	2,	a,	1
Cu,	240591,	263.493,	3,	a,	1
Cu,	240592,	264.53000000000003,	2,	a,	1
Cu,	240593,	264.98400000000004,	3,	a,	1
Cu,	240594,	268.93,	25,	c,	2
Cu,	240595,	270.096,	5,	m,	2
Cu,	240596,	270.318,	15,	c,	2
Cu,	240597,	271.351,	25,	c,	2
Cu,	240598,	271.552,	2,	a,	1
Cu,	240599,	271.87800000000004,	18,	c,	2
Cu,	240600,	272.02,	2,	a,	1
Cu,	240601,	272.168,	12,	c,	2
Cu,	240602,	272.395,	3,	a,	1
Cu,	240603,	273.977,	4,	c,	2
Cu,	240604,	274.528,	10,	c,	2
Cu,	240605,	274.54499999999996,	2,	a,	1
Cu,	240606,	276.637,	8,	m,	1
Cu,	240607,	276.88800000000003,	13,	a,	1
Cu,	240608,	276.967,	25,	c,	2
Cu,	240609,	278.259,	2,	a,	1
Cu,	240610,	280.256,	1,	a,	1
Cu,	240611,	282.437,	50,	m,	1
Cu,	240612,	283.73699999999997,	25,	c,	2
Cu,	240613,	285.823,	5,	a,	1
Cu,	240614,	285.873,	20,	a,	1
Cu,	240615,	287.77,	20,	c,	2
Cu,	240616,	288.293,	5,	m,	1
Cu,	240617,	288.41999999999996,	30,	c,	2
Cu,	240618,	289.084,	5,	a,	1
Cu,	240619,	289.164,	3,	a,	1
Cu,	240620,	296.117,	24,	m,	1
Cu,	240621,	297.827,	3,	a,	1
Cu,	240622,	297.938,	3,	a,	1
Cu,	240623,	299.175,	2,	a,	1
Cu,	240624,	299.736,	4,	m,	1
Cu,	240625,	299.838,	15,	a,	1
Cu,	240626,	301.084,	7,	m,	1
Cu,	240627,	301.201,	25,	a,	1
Cu,	240628,	301.485,	3,	a,	1
Cu,	240629,	302.156,	30,	a,	1
Cu,	240630,	302.261,	30,	a,	1
Cu,	240631,	302.49899999999997,	10,	a,	1
Cu,	240632,	303.026,	1,	a,	1
Cu,	240633,	303.61,	6,	m,	1
Cu,	240634,	304.403,	2,	a,	1
Cu,	240635,	306.342,	4,	m,	1
Cu,	240636,	307.38,	140,	a,	1
Cu,	240637,	308.813,	13,	a,	1
Cu,	240638,	309.399,	2,	m,	1
Cu,	240639,	309.993,	125,	a,	1
Cu,	240640,	310.84499999999997,	60,	a,	1
Cu,	240641,	310.861,	200,	a,	1
Cu,	240642,	311.348,	5,	a,	1
Cu,	240643,	311.635,	40,	a,	1
Cu,	240644,	312.044,	5,	a,	1
Cu,	240645,	312.611,	140,	a,	1
Cu,	240646,	312.87,	65,	a,	1
Cu,	240647,	314.031,	40,	a,	1
Cu,	240648,	314.244,	75,	a,	1
Cu,	240649,	314.682,	45,	a,	1
Cu,	240650,	314.951,	3,	a,	1
Cu,	240651,	315.663,	45,	a,	1
Cu,	240652,	316.005,	3,	a,	1
Cu,	240653,	316.96799999999996,	50,	a,	1
Cu,	240654,	319.40999999999997,	8,	m,	1
Cu,	240655,	320.823,	2,	m,	1
Cu,	240656,	322.344,	40,	a,	1
Cu,	240657,	322.466,	45,	a,	1
Cu,	240658,	323.118,	65,	a,	1
Cu,	240659,	323.39,	45,	a,	1
Cu,	240660,	323.571,	65,	a,	1
Cu,	240661,	323.916,	15,	a,	1
Cu,	240662,	324.316,	150,	a,	1
Cu,	240663,	324.754,	5000,	m,	1
Cu,	240664,	325.222,	65,	a,	1
Cu,	240665,	326.602,	65,	a,	1
Cu,	240666,	326.82800000000003,	65,	a,	1
Cu,	240667,	327.396,	2500,	m,	1
Cu,	240668,	327.731,	65,	a,	1
Cu,	240669,	327.982,	4,	m,	1
Cu,	240670,	328.272,	140,	a,	1
Cu,	240671,	329.04200000000003,	25,	c,	2
Cu,	240672,	329.054,	150,	a,	1
Cu,	240673,	329.239,	12,	a,	1
Cu,	240674,	329.283,	65,	a,	1
Cu,	240675,	329.29699999999997,	45,	a,	1
Cu,	240676,	330.79499999999996,	8,	m,	1
Cu,	240677,	331.722,	75,	a,	1
Cu,	240678,	331.96799999999996,	15,	a,	1
Cu,	240679,	332.964,	22,	a,	1
Cu,	240680,	333.522,	40,	a,	1
Cu,	240681,	333.784,	7,	m,	1
Cu,	240682,	334.929,	45,	a,	1
Cu,	240683,	335.447,	6,	a,	1
Cu,	240684,	336.53499999999997,	75,	a,	1
Cu,	240685,	337.567,	3,	a,	1
Cu,	240686,	338.142,	20,	a,	1
Cu,	240687,	339.548,	6,	a,	1
Cu,	240688,	339.632,	1,	a,	1
Cu,	240689,	340.224,	22,	a,	1
Cu,	240690,	341.334,	20,	a,	1
Cu,	240691,	341.58000000000004,	20,	a,	1
Cu,	240692,	342.017,	1,	a,	1
Cu,	240693,	344.05100000000004,	25,	a,	1
Cu,	240694,	345.033,	75,	a,	1
Cu,	240695,	345.469,	20,	a,	1
Cu,	240696,	345.78499999999997,	75,	a,	1
Cu,	240697,	345.943,	3,	a,	1
Cu,	240698,	346.54,	5,	a,	1
Cu,	240699,	347.214,	20,	a,	1
Cu,	240700,	347.6,	75,	a,	1
Cu,	240701,	348.37600000000003,	125,	a,	1
Cu,	240702,	348.757,	6,	a,	1
Cu,	240703,	348.886,	10,	a,	1
Cu,	240704,	349.806,	12,	a,	1
Cu,	240705,	350.03200000000004,	5,	a,	1
Cu,	240706,	351.212,	65,	a,	1
Cu,	240707,	351.704,	10,	a,	1
Cu,	240708,	352.00300000000004,	50,	a,	1
Cu,	240709,	352.424,	125,	a,	1
Cu,	240710,	352.748,	50,	a,	1
Cu,	240711,	353.039,	200,	a,	1
Cu,	240712,	353.375,	50,	a,	1
Cu,	240713,	354.496,	12,	a,	1
Cu,	240714,	354.643,	2,	a,	1
Cu,	240715,	359.402,	3,	a,	1
Cu,	240716,	359.80100000000004,	1,	a,	1
Cu,	240717,	359.914,	3,	m,	1
Cu,	240718,	360.20300000000003,	3,	m,	1
Cu,	240719,	360.931,	20,	a,	1
Cu,	240720,	361.081,	20,	a,	1
Cu,	240721,	361.37600000000003,	60,	a,	1
Cu,	240722,	361.42199999999997,	20,	a,	1
Cu,	240723,	362.03499999999997,	23,	a,	1
Cu,	240724,	362.125,	60,	a,	1
Cu,	240725,	362.424,	10,	a,	1
Cu,	240726,	362.732,	12,	a,	1
Cu,	240727,	363.256,	5,	a,	1
Cu,	240728,	363.592,	25,	a,	1
Cu,	240729,	364.169,	5,	a,	1
Cu,	240730,	364.523,	25,	a,	1
Cu,	240731,	364.838,	13,	a,	1
Cu,	240732,	365.243,	10,	a,	1
Cu,	240733,	365.43,	20,	a,	1
Cu,	240734,	365.586,	60,	a,	1
Cu,	240735,	365.679,	13,	a,	1
Cu,	240736,	365.935,	13,	a,	1
Cu,	240737,	366.57399999999996,	12,	a,	1
Cu,	240738,	367.195,	10,	a,	1
Cu,	240739,	367.688,	5,	a,	1
Cu,	240740,	368.467,	45,	a,	1
Cu,	240741,	368.65500000000003,	50,	c,	2
Cu,	240742,	368.744,	40,	a,	1
Cu,	240743,	370.054,	25,	a,	1
Cu,	240744,	371.201,	3,	a,	1
Cu,	240745,	372.077,	15,	a,	1
Cu,	240746,	373.418,	20,	a,	1
Cu,	240747,	374.12399999999997,	45,	a,	1
Cu,	240748,	374.337,	1,	a,	1
Cu,	240749,	375.94899999999996,	6,	a,	1
Cu,	240750,	377.19,	10,	a,	1
Cu,	240751,	379.988,	1,	a,	1
Cu,	240752,	380.05,	3,	a,	1
Cu,	240753,	380.53000000000003,	10,	a,	1
Cu,	240754,	381.354,	1,	a,	1
Cu,	240755,	382.088,	6,	a,	1
Cu,	240756,	382.505,	10,	a,	1
Cu,	240757,	386.04699999999997,	60,	a,	1
Cu,	240758,	386.175,	25,	a,	1
Cu,	240759,	392.127,	1,	a,	1
Cu,	240760,	392.527,	1,	a,	1
Cu,	240761,	400.304,	2,	a,	1
Cu,	240762,	402.26599999999996,	2,	m,	1
Cu,	240763,	402.70300000000003,	1,	a,	1
Cu,	240764,	404.35,	40,	c,	2
Cu,	240765,	405.066,	2,	a,	1
Cu,	240766,	405.238,	1,	a,	1
Cu,	240767,	406.27,	200,	a,	1
Cu,	240768,	406.329,	65,	a,	1
Cu,	240769,	407.327,	2,	a,	1
Cu,	240770,	407.559,	5,	a,	1
Cu,	240771,	408.055,	2,	a,	1
Cu,	240772,	410.42299999999994,	3,	a,	1
Cu,	240773,	412.174,	1,	a,	1
Cu,	240774,	412.329,	3,	a,	1
Cu,	240775,	417.776,	10,	a,	1
Cu,	240776,	424.226,	3,	a,	1
Cu,	240777,	424.896,	15,	a,	1
Cu,	240778,	425.94300000000004,	15,	a,	1
Cu,	240779,	427.51300000000003,	4,	m,	1
Cu,	240780,	437.82,	55,	a,	1
Cu,	240781,	441.56000000000006,	20,	a,	1
Cu,	240782,	448.03599999999994,	50,	a,	1
Cu,	240783,	450.6,	38,	c,	2
Cu,	240784,	450.735,	20,	a,	1
Cu,	240785,	450.939,	40,	a,	1
Cu,	240786,	453.082,	2,	m,	1
Cu,	240787,	453.96999999999997,	80,	a,	1
Cu,	240788,	455.592,	50,	c,	2
Cu,	240789,	458.695,	130,	a,	1
Cu,	240790,	464.258,	15,	a,	1
Cu,	240791,	464.927,	5,	c,	2
Cu,	240792,	465.113,	8,	m,	1
Cu,	240793,	467.476,	50,	a,	1
Cu,	240794,	468.19899999999996,	25,	c,	2
Cu,	240795,	469.74899999999997,	35,	a,	1
Cu,	240796,	470.46000000000004,	45,	a,	1
Cu,	240797,	479.4,	15,	a,	1
Cu,	240798,	490.97299999999996,	50,	c,	2
Cu,	240799,	493.16499999999996,	50,	c,	2
Cu,	240800,	495.37299999999993,	25,	c,	2
Cu,	240801,	501.66099999999994,	40,	a,	1
Cu,	240802,	503.436,	10,	a,	1
Cu,	240803,	505.178,	30,	c,	2
Cu,	240804,	507.617,	10,	a,	1
Cu,	240805,	510.554,	40,	m,	1
Cu,	240806,	511.191,	3,	a,	1
Cu,	240807,	514.412,	55,	a,	1
Cu,	240808,	515.324,	20,	m,	1
Cu,	240809,	515.836,	5,	a,	1
Cu,	240810,	520.087,	50,	a,	1
Cu,	240811,	521.278,	14,	a,	1
Cu,	240812,	521.81999999999994,	100,	m,	1
Cu,	240813,	522.007,	16,	m,	1
Cu,	240814,	529.25200000000007,	4,	m,	1
Cu,	240815,	535.267,	30,	a,	1
Cu,	240816,	535.495,	25,	a,	1
Cu,	240817,	536.00299999999993,	20,	a,	1
Cu,	240818,	539.162,	45,	a,	1
Cu,	240819,	540.83400000000006,	10,	a,	1
Cu,	240820,	543.205,	25,	a,	1
Cu,	240821,	546.31400000000008,	15,	a,	1
Cu,	240822,	553.578,	5,	a,	1
Cu,	240823,	555.49399999999991,	10,	a,	1
Cu,	240824,	960.1,	1,	m,	1
Dy,	240825,	200,	1,	m,	1
Dy,	240826,	291.396,	28,	m,	2
Dy,	240827,	313.538,	60,	m,	2
Dy,	240828,	315.652,	110,	m,	2
Dy,	240829,	316.283,	80,	m,	2
Dy,	240830,	316.99899999999997,	90,	m,	2
Dy,	240831,	325.12600000000003,	110,	m,	2
Dy,	240832,	330.879,	40,	m,	2
Dy,	240833,	331.988,	90,	m,	2
Dy,	240834,	338.502,	25,	m,	2
Dy,	240835,	339.357,	480,	m,	2
Dy,	240836,	339.616,	120,	m,	2
Dy,	240837,	340.779,	480,	m,	2
Dy,	240838,	346.097,	400,	m,	2
Dy,	240839,	349.44899999999996,	400,	m,	2
Dy,	240840,	352.398,	400,	m,	2
Dy,	240841,	353.16999999999996,	2000,	m,	2
Dy,	240842,	353.496,	400,	m,	2
Dy,	240843,	353.603,	500,	m,	2
Dy,	240844,	353.85,	400,	m,	2
Dy,	240845,	355.022,	400,	m,	2
Dy,	240846,	364.541,	1000,	m,	2
Dy,	240847,	394.46999999999997,	850,	m,	2
Dy,	240848,	396.842,	1100,	m,	2
Dy,	240849,	400.04499999999996,	650,	m,	2
Dy,	240850,	404.599,	1000,	m,	2
Dy,	240851,	407.798,	600,	m,	2
Dy,	240852,	410.334,	320,	m,	2
Dy,	240853,	416.799,	460,	m,	1
Dy,	240854,	418.678,	950,	m,	1
Dy,	240855,	419.483,	550,	m,	1
Dy,	240856,	421.175,	1300,	m,	2
Dy,	240857,	421.517,	300,	m,	1
Dy,	240858,	421.809,	360,	m,	1
Dy,	240859,	422.111,	360,	m,	1
Dy,	240860,	422.514,	220,	m,	1
Dy,	240861,	430.871,	85,	m,	2
Dy,	240862,	960.1,	1,	m,	1
Er,	240863,	200,	1,	m,	2
Er,	240864,	239.638,	7,	m,	2
Er,	240865,	244.63899999999998,	14,	m,	2
Er,	240866,	246.46300000000002,	6,	m,	2
Er,	240867,	258.673,	28,	m,	2
Er,	240868,	259.257,	13,	m,	2
Er,	240869,	259.50300000000004,	12,	m,	2
Er,	240870,	263.781,	3,	m,	2
Er,	240871,	267.026,	48,	m,	2
Er,	240872,	267.226,	32,	m,	2
Er,	240873,	269.839,	6,	m,	2
Er,	240874,	273.93,	26,	m,	2
Er,	240875,	275.018,	30,	m,	2
Er,	240876,	275.496,	22,	m,	2
Er,	240877,	275.56399999999996,	22,	m,	2
Er,	240878,	276.998,	50,	m,	2
Er,	240879,	277.897,	22,	m,	2
Er,	240880,	279.252,	6,	m,	2
Er,	240881,	280.25300000000004,	22,	m,	2
Er,	240882,	280.437,	30,	m,	2
Er,	240883,	282.019,	40,	m,	2
Er,	240884,	283.393,	26,	m,	2
Er,	240885,	283.87199999999996,	38,	m,	2
Er,	240886,	284.837,	26,	m,	2
Er,	240887,	285.541,	24,	m,	2
Er,	240888,	285.983,	30,	m,	2
Er,	240889,	289.697,	30,	m,	2
Er,	240890,	289.752,	38,	m,	2
Er,	240891,	290.447,	100,	m,	2
Er,	240892,	291.036,	150,	m,	2
Er,	240893,	291.56100000000004,	26,	m,	2
Er,	240894,	292.925,	34,	m,	2
Er,	240895,	294.527,	26,	m,	2
Er,	240896,	294.662,	22,	m,	2
Er,	240897,	296.452,	150,	m,	2
Er,	240898,	296.87600000000003,	40,	m,	2
Er,	240899,	297.568,	22,	m,	2
Er,	240900,	298.379,	26,	m,	2
Er,	240901,	300.239,	120,	m,	2
Er,	240902,	300.264,	30,	m,	2
Er,	240903,	301.24699999999996,	22,	m,	2
Er,	240904,	301.684,	22,	m,	2
Er,	240905,	302.592,	28,	m,	2
Er,	240906,	302.82800000000003,	26,	m,	2
Er,	240907,	303.131,	36,	m,	2
Er,	240908,	306.623,	22,	m,	2
Er,	240909,	307.07399999999996,	44,	m,	2
Er,	240910,	307.25300000000004,	55,	m,	2
Er,	240911,	307.334,	60,	m,	2
Er,	240912,	308.20799999999997,	70,	m,	2
Er,	240913,	308.403,	60,	m,	2
Er,	240914,	309.919,	36,	m,	2
Er,	240915,	310.679,	22,	m,	2
Er,	240916,	311.354,	30,	m,	2
Er,	240917,	312.267,	75,	m,	2
Er,	240918,	313.25100000000003,	28,	m,	2
Er,	240919,	313.278,	46,	m,	2
Er,	240920,	314.113,	40,	m,	2
Er,	240921,	314.433,	24,	m,	2
Er,	240922,	315.428,	40,	m,	2
Er,	240923,	318.168,	32,	m,	2
Er,	240924,	318.192,	85,	m,	2
Er,	240925,	318.54200000000003,	40,	m,	2
Er,	240926,	318.526,	24,	m,	2
Er,	240927,	320.057,	30,	m,	2
Er,	240928,	320.515,	22,	m,	2
Er,	240929,	321.445,	26,	m,	2
Er,	240930,	322.073,	85,	m,	2
Er,	240931,	322.331,	60,	m,	2
Er,	240932,	323.059,	220,	m,	2
Er,	240933,	323.20300000000003,	24,	m,	2
Er,	240934,	323.798,	32,	m,	2
Er,	240935,	324.934,	32,	m,	2
Er,	240936,	325.906,	55,	m,	2
Er,	240937,	326.479,	260,	m,	2
Er,	240938,	326.714,	42,	m,	2
Er,	240939,	326.941,	32,	m,	2
Er,	240940,	327.822,	24,	m,	2
Er,	240941,	327.933,	70,	m,	2
Er,	240942,	328.022,	70,	m,	2
Er,	240943,	328.677,	46,	m,	2
Er,	240944,	330.395,	32,	m,	2
Er,	240945,	330.558,	36,	m,	2
Er,	240946,	331.242,	220,	n,	2
Er,	240947,	331.639,	55,	m,	2
Er,	240948,	332.32,	75,	m,	2
Er,	240949,	332.967,	28,	m,	2
Er,	240950,	333.271,	75,	m,	2
Er,	240951,	333.726,	36,	m,	2
Er,	240952,	333.78000000000003,	27,	m,	2
Er,	240953,	334.00300000000004,	24,	m,	2
Er,	240954,	334.185,	28,	m,	2
Er,	240955,	334.604,	130,	m,	2
Er,	240956,	335.006,	46,	m,	2
Er,	240957,	335.027,	34,	m,	2
Er,	240958,	336.409,	140,	m,	2
Er,	240959,	336.807,	140,	m,	2
Er,	240960,	336.818,	20,	m,	1
Er,	240961,	337.276,	750,	m,	2
Er,	240962,	337.416,	95,	m,	2
Er,	240963,	338.132,	28,	m,	2
Er,	240964,	338.206,	22,	m,	1
Er,	240965,	338.508,	170,	m,	2
Er,	240966,	338.974,	44,	m,	2
Er,	240967,	339.2,	220,	m,	2
Er,	240968,	339.606,	34,	m,	2
Er,	240969,	339.684,	28,	m,	2
Er,	240970,	340.183,	38,	m,	2
Er,	240971,	341.764,	34,	m,	2
Er,	240972,	342.508,	26,	m,	2
Er,	240973,	342.841,	48,	m,	2
Er,	240974,	343.312,	26,	m,	2
Er,	240975,	344.115,	75,	m,	2
Er,	240976,	344.265,	38,	m,	1
Er,	240977,	344.688,	26,	m,	1
Er,	240978,	346.258,	24,	m,	1
Er,	240979,	346.45300000000003,	26,	m,	2
Er,	240980,	346.948,	48,	m,	1
Er,	240981,	346.974,	26,	m,	2
Er,	240982,	347.17199999999997,	95,	m,	2
Er,	240983,	347.944,	60,	m,	2
Er,	240984,	348.044,	28,	m,	2
Er,	240985,	348.582,	95,	m,	2
Er,	240986,	348.683,	34,	m,	2
Er,	240987,	348.93600000000004,	26,	m,	1
Er,	240988,	349.911,	650,	m,	2
Er,	240989,	350.278,	60,	m,	1
Er,	240990,	350.507,	26,	m,	2
Er,	240991,	350.57,	28,	m,	1
Er,	240992,	350.84000000000003,	38,	m,	2
Er,	240993,	351.491,	48,	m,	2
Er,	240994,	351.817,	38,	m,	2
Er,	240995,	352.492,	60,	m,	2
Er,	240996,	352.681,	26,	m,	1
Er,	240997,	353.957,	60,	m,	1
Er,	240998,	354.823,	1,	m,	1
Er,	240999,	355.318,	30,	m,	2
Er,	241000,	355.802,	1,	m,	1
Er,	241001,	355.87199999999996,	50,	m,	1
Er,	241002,	355.989,	100,	m,	2
Er,	241003,	356.515,	30,	m,	1
Er,	241004,	357.831,	30,	m,	1
Er,	241005,	358.049,	100,	m,	2
Er,	241006,	358.664,	36,	m,	1
Er,	241007,	359.073,	60,	m,	1
Er,	241008,	359.58299999999997,	40,	m,	1
Er,	241009,	359.951,	60,	m,	2
Er,	241010,	359.98400000000004,	100,	m,	2
Er,	241011,	360.489,	50,	m,	2
Er,	241012,	360.745,	40,	m,	1
Er,	241013,	361.658,	300,	m,	2
Er,	241014,	361.78200000000004,	50,	m,	2
Er,	241015,	361.892,	50,	m,	2
Er,	241016,	362.804,	70,	m,	1
Er,	241017,	362.93899999999996,	30,	m,	1
Er,	241018,	363.207,	44,	m,	2
Er,	241019,	363.356,	100,	m,	2
Er,	241020,	363.467,	50,	m,	1
Er,	241021,	363.716,	24,	m,	2
Er,	241022,	363.869,	140,	m,	1
Er,	241023,	364.12600000000003,	24,	m,	2
